Origem,Destino,Companhia Aérea,Tipo de Aeronave,Atraso (min),Tempo de Voo (min),Cancelado,Número de Passageiros,Combustível Estimado (litros)
Recife,Brasília,Gol,Airbus A320,0,160,Sim,92,13491.1
Fortaleza,Rio de Janeiro,Azul,Boeing 777,0,211,Não,112,13658.05
Curitiba,Recife,Gol,Airbus A330,0,107,Não,50,3373.76
Brasília,Belo Horizonte,LATAM,Boeing 777,0,171,Não,98,8889.39
Brasília,Rio de Janeiro,Azul,Boeing 777,138,91,Não,86,4024.62
Salvador,Belo Horizonte,Gol,Embraer 195,0,235,Não,200,8516.19
Recife,São Paulo,Gol,Boeing 737,0,79,Não,202,12207.81
Rio de Janeiro,Belo Horizonte,Azul,Embraer 195,159,168,Não,115,10982.12
Fortaleza,Curitiba,LATAM,Airbus A320,38,215,Não,154,3753.78
Brasília,Fortaleza,Azul,Airbus A320,109,94,Não,105,2898.82
Rio de Janeiro,Curitiba,LATAM,Boeing 737,0,63,Não,63,5366.04
São Paulo,Belo Horizonte,Gol,Airbus A330,0,112,Não,248,1361.25
Rio de Janeiro,São Paulo,Azul,Boeing 777,0,87,Não,131,2624.28
Recife,Brasília,Avianca,Airbus A330,0,238,Não,242,12627.77
Belo Horizonte,Fortaleza,Azul,Airbus A320,121,190,Não,212,13270.48
São Paulo,Salvador,Gol,Airbus A320,0,129,Não,178,14438.1
Brasília,São Paulo,LATAM,Airbus A330,0,151,Sim,219,6691.35
Rio de Janeiro,Belo Horizonte,Gol,Airbus A330,0,76,Não,220,13205.24
Brasília,Belo Horizonte,Gol,Airbus A330,0,76,Não,62,3209.32
Salvador,Recife,Avianca,Boeing 737,0,227,Não,109,5160.98
Salvador,Fortaleza,Gol,Embraer 195,0,118,Não,243,11867.84
Fortaleza,Belo Horizonte,Avianca,Airbus A320,65,124,Não,103,14314.09
Brasília,Recife,Azul,Boeing 737,0,235,Não,71,8471.05
São Paulo,Salvador,LATAM,Airbus A330,159,102,Não,151,10055.19
São Paulo,Belo Horizonte,Avianca,Airbus A330,0,152,Sim,153,4470.09
Recife,Belo Horizonte,Gol,Embraer 195,0,210,Não,93,3002.33
Belo Horizonte,Rio de Janeiro,LATAM,Boeing 777,0,196,Não,105,6765.75
Rio de Janeiro,Salvador,Azul,Boeing 737,0,224,Não,136,12375.39
São Paulo,Fortaleza,Gol,Embraer 195,0,175,Não,85,11660.11
São Paulo,Recife,LATAM,Embraer 195,0,74,Não,55,9407.96
Brasília,Belo Horizonte,Azul,Embraer 195,0,118,Não,74,12169.2
Brasília,Rio de Janeiro,LATAM,Airbus A320,60,59,Não,224,8852.08
Salvador,Brasília,LATAM,Boeing 737,38,99,Não,188,11381.68
Belo Horizonte,Rio de Janeiro,Avianca,Embraer 195,0,106,Não,237,13281.03
Salvador,Recife,Azul,Embraer 195,106,79,Não,84,8847.39
São Paulo,Recife,Azul,Airbus A320,0,72,Não,92,1493.32
Salvador,Curitiba,Gol,Embraer 195,0,59,Não,245,13171.13
Rio de Janeiro,Fortaleza,Gol,Airbus A320,0,143,Não,238,14774.68
Salvador,Brasília,Azul,Boeing 737,0,230,Sim,229,6971.03
Belo Horizonte,São Paulo,LATAM,Boeing 777,0,86,Não,54,8372.66
Curitiba,Fortaleza,Gol,Boeing 777,148,141,Não,58,4794.63
Recife,Curitiba,Avianca,Airbus A330,0,85,Não,243,10401.68
Salvador,Rio de Janeiro,Gol,Airbus A330,0,91,Não,106,13195.54
Salvador,Curitiba,Gol,Boeing 777,0,103,Não,209,4253.35
Brasília,Curitiba,LATAM,Airbus A330,161,219,Não,207,4705.87
Brasília,Recife,Gol,Embraer 195,98,173,Não,222,13285.63
Rio de Janeiro,Recife,Azul,Boeing 737,67,157,Não,164,8911.4
Rio de Janeiro,Brasília,Gol,Boeing 737,0,69,Não,108,8152.77
Curitiba,Fortaleza,Avianca,Boeing 737,0,205,Não,192,7034.08
São Paulo,Fortaleza,Azul,Boeing 737,0,109,Não,64,9406.88
Salvador,Brasília,Azul,Boeing 737,0,69,Não,145,2949.5
Fortaleza,Rio de Janeiro,Avianca,Airbus A320,0,81,Não,165,1394.92
Brasília,São Paulo,Azul,Airbus A320,0,199,Não,192,4568.14
Fortaleza,São Paulo,Avianca,Airbus A330,0,168,Não,159,7440.91
São Paulo,Salvador,Avianca,Embraer 195,57,233,Não,138,6906.3
Brasília,Fortaleza,LATAM,Boeing 737,71,86,Não,134,13791.04
Fortaleza,Curitiba,Gol,Boeing 737,32,175,Não,96,11439.33
Brasília,Rio de Janeiro,LATAM,Airbus A330,0,186,Não,199,6040.17
São Paulo,Belo Horizonte,Avianca,Airbus A330,0,207,Não,158,4903.87
Salvador,Brasília,Gol,Airbus A320,0,240,Não,239,5288.12
Curitiba,Fortaleza,LATAM,Embraer 195,0,133,Não,167,8211.55
Brasília,Belo Horizonte,Azul,Embraer 195,0,204,Não,229,4199.4
Belo Horizonte,Recife,LATAM,Airbus A330,7,149,Não,173,3312.95
Rio de Janeiro,Curitiba,LATAM,Boeing 777,54,61,Não,196,3184.64
Curitiba,Belo Horizonte,Gol,Embraer 195,0,142,Não,110,1574.25
Recife,Belo Horizonte,Avianca,Embraer 195,0,207,Não,183,12829.7
Brasília,Belo Horizonte,Avianca,Boeing 737,0,129,Não,58,7739.45
Salvador,São Paulo,Avianca,Embraer 195,0,173,Não,224,8801.61
Recife,Curitiba,Gol,Airbus A320,0,236,Não,150,4862.52
Belo Horizonte,Brasília,Gol,Airbus A330,140,132,Não,162,9587.67
Curitiba,Salvador,Avianca,Boeing 737,127,99,Não,167,13291.66
Fortaleza,Recife,LATAM,Boeing 737,0,81,Não,192,7858.66
Rio de Janeiro,Fortaleza,Azul,Boeing 777,0,125,Não,86,14957.49
Brasília,Belo Horizonte,Gol,Airbus A320,58,120,Não,85,7639.9
Curitiba,Fortaleza,Azul,Airbus A320,0,121,Não,214,14208.79
Rio de Janeiro,Brasília,Gol,Airbus A320,0,158,Não,139,11786.56
Belo Horizonte,Fortaleza,Avianca,Airbus A330,0,65,Não,108,14846.01
Recife,Fortaleza,LATAM,Airbus A320,55,56,Não,247,11303.22
Recife,Belo Horizonte,Gol,Airbus A320,0,205,Não,81,6481.63
Fortaleza,Salvador,Gol,Boeing 737,0,104,Não,105,4411.97
Fortaleza,Salvador,LATAM,Airbus A330,0,101,Não,225,2761.43
Recife,Belo Horizonte,Avianca,Boeing 737,0,232,Não,102,9254.57
Belo Horizonte,Curitiba,LATAM,Airbus A330,0,221,Não,65,3133.62
Rio de Janeiro,Brasília,Gol,Airbus A330,0,240,Não,134,2282.3
Brasília,Salvador,LATAM,Embraer 195,0,157,Não,77,9227.01
Belo Horizonte,Rio de Janeiro,Gol,Boeing 737,0,141,Não,228,11012.15
Belo Horizonte,Salvador,Gol,Boeing 777,0,183,Não,173,8680.99
Fortaleza,São Paulo,Azul,Airbus A330,0,110,Não,65,9446.61
Recife,Brasília,Azul,Boeing 737,0,149,Sim,95,3998.93
Brasília,Recife,Gol,Boeing 777,0,214,Não,232,4489.47
Salvador,Curitiba,Azul,Boeing 777,0,162,Não,68,8329.09
São Paulo,Fortaleza,Gol,Airbus A320,0,97,Não,217,4765.49
Salvador,Curitiba,Azul,Airbus A330,117,199,Não,207,4133.46
Curitiba,Fortaleza,Avianca,Airbus A320,0,152,Não,96,9405.5
São Paulo,Rio de Janeiro,Avianca,Embraer 195,0,87,Não,234,3962.04
Belo Horizonte,Fortaleza,Avianca,Embraer 195,0,87,Não,102,2133.96
Belo Horizonte,Recife,Azul,Airbus A330,90,106,Não,57,10999.74
Rio de Janeiro,Belo Horizonte,Azul,Boeing 737,0,108,Não,217,1043.62
Curitiba,São Paulo,Azul,Airbus A320,0,146,Não,200,6553.41
Curitiba,São Paulo,Avianca,Boeing 777,50,124,Não,223,8654.42
Curitiba,São Paulo,Gol,Boeing 737,0,50,Não,169,3375.71
Curitiba,Belo Horizonte,Gol,Airbus A320,61,95,Não,192,13234.08
Fortaleza,Rio de Janeiro,Avianca,Airbus A320,53,203,Não,229,7216.29
Salvador,Belo Horizonte,Azul,Boeing 777,0,111,Não,181,14912.37
Recife,São Paulo,Avianca,Airbus A320,56,228,Não,152,13783.58
São Paulo,Fortaleza,LATAM,Boeing 737,0,98,Sim,59,6878.29
Salvador,Belo Horizonte,LATAM,Boeing 777,119,218,Não,108,13669.95
Brasília,Salvador,Avianca,Airbus A330,0,149,Não,220,14755.95
São Paulo,Salvador,Avianca,Airbus A320,0,49,Não,74,6650.03
Brasília,Fortaleza,LATAM,Airbus A330,0,236,Não,157,2910.88
Recife,Rio de Janeiro,Azul,Boeing 777,165,226,Não,125,12121.09
Curitiba,Recife,Gol,Airbus A320,0,196,Não,211,14460.96
Salvador,Curitiba,Avianca,Boeing 737,0,210,Não,136,5525.67
Rio de Janeiro,Belo Horizonte,Azul,Boeing 737,0,150,Não,183,6333.03
Recife,Rio de Janeiro,Avianca,Boeing 777,0,149,Sim,148,9551.19
Recife,Curitiba,Azul,Boeing 737,0,158,Não,80,13455.26
Brasília,Recife,LATAM,Airbus A320,0,80,Não,93,10800.07
Curitiba,Brasília,Avianca,Boeing 777,0,225,Não,134,3095.45
Fortaleza,Curitiba,Gol,Airbus A330,0,235,Sim,92,10748.78
Fortaleza,Recife,LATAM,Airbus A320,0,48,Não,203,14048.05
Salvador,São Paulo,LATAM,Boeing 737,0,167,Não,142,8105.83
Brasília,Recife,LATAM,Boeing 737,0,231,Não,61,6705.86
São Paulo,Curitiba,Gol,Embraer 195,14,200,Não,250,9959.19
Salvador,Curitiba,Gol,Airbus A330,0,154,Não,183,4014.68
Rio de Janeiro,Brasília,Azul,Boeing 777,138,156,Não,159,6940.21
Recife,Salvador,Avianca,Boeing 777,100,73,Não,240,11984.47
Recife,Salvador,Gol,Airbus A320,0,130,Não,191,12113.55
Curitiba,Salvador,Azul,Airbus A330,106,231,Não,93,13559.0
Belo Horizonte,Curitiba,Azul,Boeing 777,0,54,Não,209,3817.49
Brasília,Curitiba,Avianca,Boeing 737,0,160,Não,173,12522.9
Brasília,Salvador,Azul,Embraer 195,0,95,Não,51,11356.36
Curitiba,Belo Horizonte,Avianca,Embraer 195,0,227,Não,133,5913.85
Belo Horizonte,Fortaleza,LATAM,Embraer 195,0,223,Não,207,11261.74
Salvador,Fortaleza,Gol,Airbus A330,0,185,Sim,130,2189.09
Curitiba,Rio de Janeiro,Gol,Airbus A320,51,221,Não,231,6137.63
Belo Horizonte,Salvador,LATAM,Airbus A320,0,236,Não,186,1726.48
Rio de Janeiro,Recife,Azul,Boeing 737,0,190,Não,185,2327.68
Fortaleza,Curitiba,LATAM,Airbus A330,58,88,Não,205,11954.34
São Paulo,Rio de Janeiro,Gol,Boeing 737,31,135,Não,122,1385.93
Belo Horizonte,Recife,Azul,Airbus A330,0,187,Não,67,4473.58
Belo Horizonte,Curitiba,LATAM,Boeing 737,0,235,Sim,210,6966.98
Salvador,São Paulo,Azul,Airbus A330,0,71,Não,194,4187.18
Fortaleza,Recife,Gol,Boeing 737,0,169,Não,107,14001.67
Brasília,São Paulo,Gol,Boeing 777,0,52,Não,61,3413.91
Belo Horizonte,Fortaleza,LATAM,Embraer 195,145,83,Não,75,2294.54
Recife,Curitiba,Gol,Boeing 737,88,209,Não,185,1060.89
Recife,São Paulo,Azul,Boeing 737,0,147,Não,179,11424.29
Curitiba,São Paulo,Avianca,Boeing 737,179,58,Não,140,5475.74
Belo Horizonte,Recife,LATAM,Boeing 777,0,215,Não,66,11850.44
Belo Horizonte,Fortaleza,Avianca,Boeing 737,0,228,Não,196,4272.96
Salvador,São Paulo,Azul,Boeing 737,26,235,Não,104,6858.72
Brasília,Salvador,Avianca,Boeing 777,0,145,Não,84,10691.47
Fortaleza,Curitiba,LATAM,Boeing 737,9,77,Não,144,6164.32
Belo Horizonte,Salvador,Avianca,Airbus A330,139,174,Não,199,1012.26
Recife,Brasília,Azul,Airbus A320,0,92,Não,84,1114.84
Brasília,Belo Horizonte,LATAM,Boeing 737,0,227,Não,136,2110.24
Fortaleza,Curitiba,Gol,Airbus A330,0,194,Sim,67,1633.8
Rio de Janeiro,Fortaleza,Avianca,Boeing 777,0,233,Não,247,2867.97
Fortaleza,Rio de Janeiro,Azul,Boeing 777,0,212,Não,64,10612.32
Recife,Brasília,Azul,Boeing 737,0,132,Não,81,14491.67
Salvador,Rio de Janeiro,Avianca,Embraer 195,0,62,Não,113,10883.02
Rio de Janeiro,Fortaleza,Azul,Embraer 195,179,213,Não,204,2265.0
Rio de Janeiro,Salvador,Azul,Boeing 777,0,192,Não,240,7736.09
Brasília,Salvador,LATAM,Airbus A330,35,192,Não,81,6811.12
Fortaleza,Rio de Janeiro,Gol,Embraer 195,124,184,Não,135,8234.03
Rio de Janeiro,Salvador,Avianca,Embraer 195,10,139,Não,157,11909.7
Brasília,Fortaleza,Avianca,Airbus A320,0,169,Não,138,6874.89
Rio de Janeiro,Belo Horizonte,Gol,Boeing 737,0,209,Não,191,9355.0
Rio de Janeiro,Brasília,Gol,Airbus A320,0,202,Não,125,6437.54
Curitiba,Recife,Azul,Airbus A330,14,123,Não,230,12402.27
São Paulo,Brasília,Gol,Airbus A330,0,221,Não,119,13018.66
São Paulo,Brasília,Avianca,Airbus A320,0,107,Não,133,1155.09
Rio de Janeiro,Fortaleza,Avianca,Boeing 737,0,72,Não,155,14547.89
São Paulo,Recife,LATAM,Airbus A320,154,66,Não,73,1944.48
Belo Horizonte,Brasília,LATAM,Embraer 195,0,227,Não,132,4314.7
Brasília,Salvador,Azul,Airbus A320,53,197,Não,78,6684.14
São Paulo,Salvador,Gol,Airbus A320,73,129,Não,110,12970.15
Belo Horizonte,Brasília,Azul,Airbus A330,0,190,Não,140,6249.43
Curitiba,Belo Horizonte,Gol,Airbus A320,0,153,Não,140,9345.35
Salvador,Belo Horizonte,Avianca,Airbus A320,0,117,Não,117,8041.07
Recife,Fortaleza,Avianca,Airbus A320,0,146,Não,232,9998.94
São Paulo,Belo Horizonte,Gol,Embraer 195,0,154,Não,141,14091.65
São Paulo,Recife,Azul,Airbus A330,31,71,Não,156,9207.31
Belo Horizonte,Fortaleza,LATAM,Airbus A330,140,113,Não,121,3371.07
Recife,Belo Horizonte,Avianca,Airbus A320,142,90,Não,179,5126.79
Brasília,Belo Horizonte,Avianca,Airbus A320,0,195,Não,129,5564.93
Fortaleza,Salvador,LATAM,Boeing 777,0,175,Não,147,14883.51
Salvador,Curitiba,Avianca,Airbus A330,144,167,Não,83,1484.21
Salvador,Rio de Janeiro,Gol,Embraer 195,0,84,Não,108,6143.62
Belo Horizonte,São Paulo,Azul,Boeing 777,0,114,Não,223,5219.59
Recife,Fortaleza,Gol,Boeing 737,63,198,Não,122,5133.23
Rio de Janeiro,Belo Horizonte,Azul,Airbus A330,173,45,Não,115,5530.74
Belo Horizonte,Salvador,Azul,Boeing 737,0,91,Não,99,2467.49
Salvador,Recife,Avianca,Embraer 195,0,155,Não,116,11227.86
Rio de Janeiro,Belo Horizonte,Azul,Embraer 195,83,199,Não,175,1876.79
Recife,Salvador,Azul,Airbus A320,0,204,Não,208,7383.94
Curitiba,Rio de Janeiro,Gol,Boeing 777,167,190,Não,218,13048.48
Rio de Janeiro,Salvador,LATAM,Boeing 737,0,134,Não,56,7899.9
São Paulo,Recife,Azul,Embraer 195,22,166,Sim,195,13075.63
Belo Horizonte,Brasília,Avianca,Airbus A330,0,136,Não,225,12827.26
Brasília,São Paulo,Avianca,Embraer 195,0,159,Não,134,9553.93
Rio de Janeiro,Salvador,LATAM,Boeing 737,47,101,Não,129,10069.03
Salvador,Belo Horizonte,LATAM,Airbus A330,143,212,Sim,72,14577.1
Brasília,São Paulo,Azul,Boeing 737,0,134,Não,112,4093.3
Curitiba,Brasília,LATAM,Boeing 737,117,167,Não,224,12178.27
Belo Horizonte,Salvador,Azul,Airbus A330,0,209,Não,126,1829.32
Salvador,Belo Horizonte,LATAM,Boeing 737,0,165,Não,242,11999.93
Recife,Belo Horizonte,Gol,Airbus A320,0,63,Não,77,13156.02
Curitiba,Recife,Avianca,Airbus A320,0,77,Não,92,14989.96
Fortaleza,São Paulo,Gol,Airbus A330,98,56,Não,153,4535.45
Recife,São Paulo,Gol,Boeing 777,0,111,Não,202,9653.85
Salvador,Curitiba,Azul,Boeing 777,0,210,Não,158,3033.82
Rio de Janeiro,Salvador,Avianca,Airbus A320,0,106,Não,204,11007.05
Fortaleza,Rio de Janeiro,Azul,Boeing 777,0,152,Não,182,11361.05
Brasília,Rio de Janeiro,Azul,Embraer 195,112,123,Não,169,8216.24
Curitiba,Belo Horizonte,Gol,Airbus A330,120,232,Não,53,9911.7
Rio de Janeiro,Curitiba,Gol,Boeing 737,0,87,Não,51,8823.51
Rio de Janeiro,Brasília,Azul,Boeing 777,171,51,Não,225,5118.82
Curitiba,São Paulo,Azul,Airbus A330,96,236,Não,107,10213.72
Rio de Janeiro,Belo Horizonte,Avianca,Boeing 737,21,163,Não,142,14636.72
Brasília,Rio de Janeiro,Azul,Airbus A330,69,194,Não,220,4446.96
Salvador,Belo Horizonte,Gol,Airbus A320,174,186,Não,141,12175.68
Curitiba,Rio de Janeiro,Azul,Embraer 195,45,101,Não,186,7323.81
São Paulo,Salvador,Azul,Airbus A320,117,207,Não,212,4605.37
Recife,Curitiba,LATAM,Boeing 777,89,125,Não,178,10223.29
Salvador,São Paulo,Gol,Embraer 195,145,101,Não,90,9625.35
Recife,Fortaleza,LATAM,Airbus A320,0,76,Não,72,13989.59
Recife,Belo Horizonte,Azul,Boeing 777,0,141,Não,172,2762.89
Salvador,Rio de Janeiro,Gol,Airbus A320,0,132,Não,198,11468.86
Salvador,São Paulo,Avianca,Airbus A330,0,139,Não,187,13499.52
Belo Horizonte,Brasília,Gol,Embraer 195,0,173,Não,220,10437.05
Curitiba,Recife,LATAM,Airbus A330,0,234,Não,166,13717.98
Fortaleza,São Paulo,Azul,Airbus A330,0,203,Não,76,3731.25
Rio de Janeiro,Brasília,Avianca,Boeing 737,0,128,Não,214,1775.99
Belo Horizonte,Brasília,Gol,Boeing 777,96,196,Sim,193,12737.13
São Paulo,Belo Horizonte,Gol,Boeing 737,0,202,Não,54,11133.97
Belo Horizonte,Rio de Janeiro,Gol,Airbus A320,0,185,Não,101,1439.45
Brasília,Salvador,LATAM,Boeing 777,0,88,Não,133,6838.01
Salvador,Rio de Janeiro,Avianca,Airbus A330,0,184,Não,196,3339.39
Curitiba,Belo Horizonte,Gol,Embraer 195,0,206,Não,209,4807.62
Recife,São Paulo,Avianca,Airbus A330,163,83,Não,189,8748.63
São Paulo,Fortaleza,Azul,Airbus A330,0,145,Não,164,3973.93
São Paulo,Salvador,Azul,Airbus A330,0,68,Não,158,13279.76
Recife,Curitiba,LATAM,Embraer 195,63,57,Não,238,14717.21
Brasília,São Paulo,LATAM,Boeing 777,0,166,Sim,83,9802.52
Salvador,Fortaleza,Avianca,Embraer 195,176,163,Não,51,8408.9
Rio de Janeiro,Belo Horizonte,Azul,Airbus A320,0,58,Não,129,1678.02
Fortaleza,São Paulo,Gol,Airbus A330,0,235,Não,195,10022.54
São Paulo,Belo Horizonte,Gol,Embraer 195,0,152,Não,190,13705.46
Curitiba,Rio de Janeiro,Azul,Airbus A320,0,56,Não,194,14124.14
Brasília,Rio de Janeiro,Azul,Boeing 777,27,200,Sim,111,2508.78
Recife,Curitiba,LATAM,Airbus A330,0,230,Não,118,7350.63
São Paulo,Brasília,Avianca,Boeing 737,0,46,Não,123,10876.29
Belo Horizonte,Fortaleza,LATAM,Boeing 777,0,125,Não,241,3778.43
Fortaleza,Recife,Avianca,Airbus A320,0,45,Não,162,10109.34
São Paulo,Fortaleza,Avianca,Airbus A330,0,81,Não,62,4353.92
Brasília,Recife,Azul,Airbus A330,0,206,Não,154,13090.36
Curitiba,Fortaleza,LATAM,Boeing 737,180,232,Não,105,5519.31
Salvador,Fortaleza,LATAM,Boeing 737,0,166,Não,108,10190.39
Fortaleza,Recife,Azul,Airbus A320,0,132,Não,194,8577.86
Belo Horizonte,Curitiba,Avianca,Airbus A330,89,51,Não,244,4393.45
Rio de Janeiro,Belo Horizonte,Avianca,Embraer 195,0,227,Não,95,14771.7
Recife,Curitiba,Avianca,Boeing 777,178,134,Não,77,2189.77
Rio de Janeiro,Fortaleza,Avianca,Airbus A320,92,95,Não,151,1975.33
São Paulo,Rio de Janeiro,LATAM,Boeing 777,0,47,Não,74,12891.77
Curitiba,Belo Horizonte,Avianca,Boeing 777,0,148,Não,169,3103.03
Salvador,Brasília,Avianca,Boeing 737,0,234,Não,148,10859.11
Brasília,Belo Horizonte,Azul,Airbus A320,47,181,Não,222,12111.87
Recife,São Paulo,Gol,Boeing 737,0,221,Não,104,4303.7
Salvador,São Paulo,LATAM,Boeing 737,12,166,Não,246,12445.66
Salvador,São Paulo,Azul,Airbus A330,157,111,Não,227,5695.47
Salvador,Curitiba,LATAM,Embraer 195,0,240,Não,187,10205.04
Curitiba,São Paulo,Gol,Airbus A330,0,127,Não,211,7688.78
Brasília,Rio de Janeiro,LATAM,Boeing 737,0,68,Não,167,3357.52
Curitiba,Brasília,Avianca,Airbus A320,0,236,Não,188,1219.42
Brasília,Curitiba,Gol,Airbus A330,0,166,Não,193,11603.61
Brasília,Curitiba,LATAM,Boeing 737,65,150,Não,249,4035.31
Brasília,São Paulo,Avianca,Embraer 195,0,187,Não,97,8198.33
Salvador,Fortaleza,Avianca,Boeing 777,81,235,Não,103,13373.38
Belo Horizonte,Brasília,Gol,Airbus A330,0,128,Não,58,13600.95
Curitiba,Recife,LATAM,Airbus A320,0,87,Não,104,14113.92
Salvador,São Paulo,LATAM,Embraer 195,173,57,Não,106,14003.86
Curitiba,Belo Horizonte,Azul,Embraer 195,0,82,Não,91,5969.14
Belo Horizonte,Recife,Avianca,Boeing 777,0,139,Não,240,4541.62
São Paulo,Rio de Janeiro,Avianca,Boeing 777,171,124,Não,135,7259.39
Brasília,Recife,Avianca,Airbus A320,0,135,Não,108,1611.35
Salvador,Curitiba,LATAM,Boeing 777,12,89,Não,189,2678.48
Recife,Rio de Janeiro,Avianca,Airbus A320,0,239,Não,143,11060.99
Curitiba,São Paulo,Gol,Boeing 777,0,156,Não,247,1004.82
Curitiba,São Paulo,Avianca,Airbus A330,70,184,Não,142,2868.02
Brasília,São Paulo,LATAM,Airbus A330,0,126,Não,93,9073.16
Salvador,São Paulo,LATAM,Airbus A320,0,208,Não,121,11768.15
Recife,São Paulo,Avianca,Airbus A330,127,135,Não,209,12719.99
Salvador,Fortaleza,Avianca,Airbus A320,0,69,Não,109,13117.84
Fortaleza,Belo Horizonte,LATAM,Airbus A320,0,202,Não,226,14322.47
Recife,Belo Horizonte,Gol,Airbus A320,167,101,Não,76,5865.56
Curitiba,Fortaleza,Gol,Embraer 195,0,146,Não,176,12585.77
Fortaleza,São Paulo,LATAM,Airbus A320,0,218,Não,203,4749.42
São Paulo,Belo Horizonte,Azul,Airbus A320,0,49,Não,105,8873.81
São Paulo,Fortaleza,LATAM,Boeing 777,0,138,Não,207,11979.28
Belo Horizonte,Salvador,Avianca,Embraer 195,0,106,Não,199,6159.96
Rio de Janeiro,Belo Horizonte,Gol,Airbus A330,0,204,Não,97,13243.33
Salvador,Recife,LATAM,Boeing 737,0,116,Não,177,12945.92
Fortaleza,Brasília,Avianca,Embraer 195,0,85,Não,93,12902.33
Curitiba,São Paulo,Gol,Airbus A330,0,60,Não,167,2215.21
Belo Horizonte,Brasília,LATAM,Embraer 195,0,171,Não,177,10769.85
Rio de Janeiro,São Paulo,LATAM,Embraer 195,89,186,Não,70,7443.93
São Paulo,Salvador,Azul,Embraer 195,0,89,Não,73,5354.93
Salvador,São Paulo,Azul,Boeing 777,154,61,Não,244,3617.29
Rio de Janeiro,Belo Horizonte,Avianca,Boeing 737,117,189,Não,91,9377.7
Recife,Salvador,Azul,Boeing 777,0,220,Não,106,13174.22
Belo Horizonte,Curitiba,Avianca,Airbus A330,0,201,Sim,102,2243.43
Curitiba,São Paulo,Gol,Boeing 737,57,188,Não,181,14113.67
Recife,Curitiba,LATAM,Boeing 777,95,71,Não,75,11157.45
Curitiba,Recife,Avianca,Boeing 737,0,64,Não,186,13337.19
Salvador,Recife,Gol,Airbus A330,129,235,Não,188,5944.34
Rio de Janeiro,Fortaleza,Azul,Airbus A330,0,226,Não,152,3243.66
Salvador,Fortaleza,LATAM,Boeing 777,48,154,Não,178,8654.99
Fortaleza,Curitiba,LATAM,Embraer 195,107,204,Não,163,6091.7
Salvador,Recife,LATAM,Boeing 777,96,93,Não,207,3661.54
Recife,Salvador,Gol,Boeing 777,18,105,Não,203,13240.77
São Paulo,Salvador,Azul,Embraer 195,128,129,Não,199,6007.29
Belo Horizonte,Brasília,Avianca,Airbus A320,0,93,Não,231,5282.45
São Paulo,Recife,Azul,Airbus A330,0,75,Não,192,10931.34
Fortaleza,Curitiba,Azul,Boeing 737,0,156,Não,115,1803.44
Curitiba,Belo Horizonte,Gol,Airbus A320,0,105,Não,157,11283.35
Belo Horizonte,Recife,Avianca,Airbus A320,0,228,Não,106,11193.57
Brasília,Curitiba,Avianca,Boeing 777,0,196,Não,116,4709.86
Rio de Janeiro,São Paulo,LATAM,Airbus A330,150,129,Não,209,6321.23
Salvador,São Paulo,Avianca,Embraer 195,0,142,Não,111,7528.42
São Paulo,Rio de Janeiro,Avianca,Airbus A330,0,132,Não,87,13130.33
São Paulo,Salvador,Gol,Embraer 195,0,180,Não,86,8051.52
São Paulo,Salvador,Gol,Embraer 195,146,208,Não,201,5617.59
Brasília,Fortaleza,Gol,Boeing 777,0,47,Não,169,6671.09
Brasília,Recife,Azul,Airbus A330,0,198,Não,154,6937.36
Recife,Brasília,LATAM,Airbus A320,0,188,Não,134,14358.82
Curitiba,Recife,Gol,Boeing 737,0,174,Sim,116,5271.03
Brasília,Curitiba,Azul,Boeing 737,0,121,Não,220,2283.29
Recife,Belo Horizonte,LATAM,Embraer 195,119,69,Não,226,4253.78
São Paulo,Belo Horizonte,Avianca,Airbus A330,0,215,Não,103,2195.01
Belo Horizonte,Curitiba,Azul,Airbus A320,0,230,Não,114,12856.08
Salvador,Recife,Gol,Airbus A320,0,82,Não,159,3861.33
Fortaleza,Brasília,Avianca,Airbus A330,0,187,Não,189,7049.35
Fortaleza,Salvador,Gol,Airbus A320,158,63,Não,235,4010.17
Curitiba,Recife,Azul,Airbus A320,0,236,Não,188,3848.08
Fortaleza,Recife,Gol,Boeing 737,0,90,Não,198,2677.99
Salvador,Curitiba,Azul,Boeing 737,0,46,Não,243,8011.44
Belo Horizonte,Brasília,Avianca,Airbus A320,144,130,Não,136,5269.51
Fortaleza,Belo Horizonte,Azul,Boeing 737,0,120,Não,150,7564.02
Belo Horizonte,Fortaleza,Gol,Airbus A330,0,235,Não,149,8699.27
Rio de Janeiro,Fortaleza,Azul,Airbus A330,0,73,Não,200,4078.42
Salvador,Fortaleza,LATAM,Embraer 195,0,194,Não,107,11448.7
Recife,Curitiba,Azul,Boeing 737,163,183,Não,112,5245.77
São Paulo,Curitiba,Gol,Airbus A320,0,196,Não,170,4970.94
Brasília,Fortaleza,Avianca,Embraer 195,112,171,Não,217,13479.72
São Paulo,Belo Horizonte,Avianca,Embraer 195,0,54,Não,197,1573.5
Belo Horizonte,Rio de Janeiro,Avianca,Embraer 195,68,46,Não,158,1777.44
Rio de Janeiro,Brasília,Avianca,Airbus A330,0,145,Não,195,3985.75
Salvador,Rio de Janeiro,LATAM,Boeing 777,169,239,Não,205,8019.43
Brasília,Recife,Gol,Embraer 195,132,184,Não,86,13224.97
Brasília,Fortaleza,Avianca,Embraer 195,0,200,Não,206,13987.45
